PMID	LABEL
34998273	0
36209399	0
26389163	0
35780286	0
34863086	0
34688221	0
34717291	0
35704653	0
34742160	0
20301750	0
36153149	0
36270773	0
35654578	0
35908147	0
36585755	0
33270410	0
36307211	0
36183146	0
34800927	0
35752872	0
35421902	0
35032961	0
36400563	0
35183065	0
36606118	0
35050561	0
36428244	0
36263101	0
34648250	0
35964149	0
35598029	0
34563105	0
34742166	0
35123384	0
35810321	0
35183060	0
35568792	0
35654583	0
36332987	0
35633611	0
36153142	0
34742161	0
36057442	0
36088123	0
35985807	0
36339973	0
36115996	0
35810316	0
34837886	0
35705319	0
35633615	0
34756846	0
35985808	0
36564866	0
31643906	0
35052024	0
35274906	0
35654580	0
35705317	0
36332981	0
35810314	0
36116002	0
36115994	0
36115998	0
35964150	0
36241373	0
35421909	0
35752868	0
35305542	0
36419540	0
34800923	0
34649306	0
35842727	0
34627128	0
34649305	0
34894635	0
35780281	0
36428242	0
35705321	0
35151243	0
36351159	0
35123382	0
35810315	0
36209398	0
35568794	0
35339110	0
35633610	0
34600442	0
35693330	0
35490252	0
35490253	0
34863082	0
36332988	0
34800921	0
35461201	0
35151245	0
35568789	0
36505095	0
35421904	0
36324702	0
36332982	0
34627132	0
34627133	0
35397475	0
35908151	0
35183062	0
36307209	0
35052022	0
34758546	0
35842732	0
36209396	0
35933570	0
34758547	0
35151240	0
35985810	0
36153146	0
35274911	0
35032963	0
35654582	0
35276758	0
34863081	0
36451662	0
34536986	0
36332985	0
26389331	0
34863084	0
34800928	0
35123385	0
35690878	0
36307214	0
34536980	0
36241378	0
35598027	0
36428243	0
35964152	0
35752871	0
34969182	0
36030367	0
36351160	0
36088121	0
35339112	0
35842733	0
35366658	0
34717294	0
35219276	0
35276756	0
36241374	0
36115997	0
35810317	0
34969188	0
35247932	0
34742159	0
34536979	0
34688223	0
35598030	0
35985809	0
35690882	0
35526079	0
36585756	0
36241377	0
36088116	0
36088117	0
35276757	0
35032966	0
36030369	0
36270770	0
36115995	0
34863080	0
35397478	0
35690880	0
35366657	0
34627129	0
34998274	0
35305538	0
35490255	0
36564873	0
34894633	0
34915666	0
35752875	0
34915665	0
34563107	0
36241371	0
35183058	0
34600439	0
34627127	0
34756845	0
36241379	0
35568790	0
35868848	0
35032965	0
35964148	0
36183144	0
36564870	0
34688226	0
36128560	0
35052021	0
34648251	0
34717293	0
35810319	0
36519009	0
20301779	0
35151238	0
34563102	0
36608618	0
35090200	0
36270769	0
34998269	0
20301483	0
35305546	0
35654579	0
36183142	0
36270776	0
36415207	0
36332983	0
35646332	0
35090192	0
35933578	0
36183143	0
36241375	0
35842734	0
36030362	0
36636474	0
35090198	0
36088118	0
34915662	0
34742165	0
34649302	0
34941232	0
36585757	0
35633613	0
34998272	0
35985811	0
36030363	0
34941229	0
36270771	0
35633616	0
36307208	0
35780285	0
34649304	0
34941230	0
34758545	0
35090196	0
35219275	0
36670520	0
20301685	0
35247928	0
34563104	0
20301508	0
35598032	0
36270775	0
34894636	0
34563101	0
35633612	0
35654584	0
35868852	0
34563106	0
34998270	0
36057449	0
35247933	0
35421905	0
35598024	0
34563103	0
35219280	0
35598026	0
35690876	0
31082146	0
35633614	0
35339118	0
34894638	0
34969186	0
35151246	0
36183145	0
36636470	0
35397481	0
35908152	0
34969187	0
35461205	0
35305544	0
35219281	0
34717286	0
36270774	0
36057447	0
35490248	0
35461202	0
35908148	0
35933571	0
35420740	0
35461206	0
36564869	0
35183063	0
35526080	0
34837892	0
36057445	0
35568787	0
34717287	0
35780284	0
36153144	0
35247934	0
34688219	0
35908146	0
34627130	0
35964153	0
35752873	0
33117894	0
35985805	0
35461199	0
35305543	0
36606116	0
34800926	0
36400561	0
34717289	0
35868847	0
34863083	0
35780279	0
34800925	0
36209397	0
34915663	0
35868850	0
35090195	0
35339113	0
34600440	0
34941231	0
36519179	0
35933573	0
35219278	0
34837888	0
36088119	0
35461198	0
35219274	0
36332984	0
35598031	0
35908149	0
35151244	0
36400564	0
34742163	0
34863078	0
36282940	0
35461200	0
35090197	0
35690881	0
35366650	0
36307215	0
34800922	0
35397477	0
34915664	0
35933577	0
34688218	0
35964145	0
35752876	0
34914343	0
34863085	0
35810318	0
35219277	0
20301761	0
36057448	0
34649303	0
36428247	0
35305539	0
36564867	0
35780283	0
36636475	0
35780280	0
35568791	0
29939552	0
36209395	0
592041	1
2338345	1
1911442	1
24970375	1
10853028	1
7678813	1
35867318	1
8601403	1
7630193	1
1534114	1
10338002	1
9352788	1
10462202	1
2237407	1
24918047	1
2967757	1
6970130	1
2679917	1
12004007	1
27047802	1
30222362	1
1751783	1
3264531	1
163334	1
1981148	1
10918212	1
2380097	1
9293903	1
10934159	1
11238627	1
32887382	1
6319552	1
1851167	1
2428752	1
6987658	1
17406368	1
2467885	1
11165366	1
8288893	1
15117233	1
3455746	1
11893931	1
6220707	1
915617	1
1372885	1
23777308	1
681360	1
16142338	1
9251679	1
97089	1
21296996	1
32032730	1
19815620	1
6179471	1
2654098	1
20360735	1
11313956	1
2480932	1
2965099	1
3756874	1
6307565	1
9251028	1
6957361	1
21568944	1
33198927	1
19071186	1
34034221	1
32376603	1
21851241	1
6805945	1
30206235	1
10358721	1
1564545	1
29333652	1
7765788	1
6656766	1
3031469	1
2448252	1
31229899	1
26359985	1
34823530	1
27264186	1
17366476	1
24134916	1
31092827	1
24055054	1
7681260	1
563224	1
19232145	1
10377945	1
1279746	1
31321732	1
25130606	1
29086492	1
20810568	1
27500726	1
10887189	1
35413567	1
21854714	1
28460465	1
33497883	1
18803035	1
7685150	1
3383244	1
2890613	1
6300048	1
19958786	1
2820081	1
6642663	1
3019754	1
3119352	1
1847303	1
8221668	1
15780065	1
15060276	1
31898195	1
21695156	1
24743803	1
1312696	1
1312893	1
10934230	1
15923356	1
24985917	1
12021323	1
29399816	1
7371757	1
7679200	1
14506175	1
16077968	1
1701760	1
29055717	1
2419584	1
12971623	1
32062134	1
35286975	1
6929020	1
22820255	1
11212268	1
2428310	1
26364602	1
33418202	1
1381131	1
12623313	1
8575063	1
28677528	1
8567726	1
31499408	1
2553220	1
33550051	1
22113314	1
22020065	1
22302376	1
19002810	1
11925627	1
22509914	1
1921332	1
9753061	1
23686003	1
34088005	1
8343447	1
18001719	1
29246576	1
18842679	1
2527086	1
2578326	1
33264725	1
10875873	1
21911025	1
4920091	1
32805537	1
33130469	1
12124801	1
1782185	1
2035533	1
2548715	1
15496423	1
12113460	1
14497414	1
6601099	1
12580037	1
33360848	1
7925570	1
7538617	1
2447927	1
18682499	1
8083436	1
19157546	1
10392903	1
9850064	1
24124593	1
21472765	1
1712250	1
15471890	1
9494609	1
27855335	1
8865201	1
21570725	1
2645221	1
34584567	1
12574499	1
1367039	1
8904888	1
3402047	1
1965304	1
31063779	1
10570904	1
8574164	1
994214	1
3360261	1
8426738	1
8242641	1
9150904	1
5392337	1
34088007	1
1327182	1
23514751	1
2714795	1
1321530	1
18258742	1
11135431	1
21538303	1
26075887	1
1576714	1
2529426	1
17599052	1
10912951	1
8598320	1
2558634	1
15988022	1
2595452	1
12378636	1
8037761	1
8125301	1
12226758	1
4377005	1
2881426	1
2064198	1
16470173	1
2606877	1
27313764	1
24702659	1
6362749	1
7705946	1
34538767	1
16418292	1
12470474	1
6498841	1
9062409	1
1225499	1
9211524	1
1427858	1
2498246	1
25798938	1
2945430	1
9116292	1
1719236	1
26424601	1
4334478	1
21898382	1
9201509	1
20221450	1
22238613	1
35421843	1
11756569	1
21472139	1
8700512	1
26428435	1
30571950	1
10798768	1
2455670	1
20471447	1
6683709	1
8841984	1
10205165	1
4672577	1
3106068	1
27331101	1
17551084	1
7047365	1
11340566	1
33689065	1
943301	1
14766671	1
10822380	1
8661140	1
27512663	1
6977896	1
5487065	1
18656692	1
22380883	1
24991015	1
9427720	1
8784480	1
31959767	1
23933261	1
2171916	1
1427983	1
33667761	1
2406365	1
18087071	1
10049689	1
15714118	1
28934678	1
3785169	1
9846981	1
12874228	1
1690595	1
2331685	1
28406989	1
25356864	1
9692547	1
10551321	1
25585915	1
791861	1
22714272	1
6713549	1
12208054	1
25180691	1
6277505	1
3857109	1
30366467	1
27117832	1
9745959	1
7790122	1
26758653	1
32712483	1
6337052	1
8162337	1
30905397	1
17719389	1
5048073	1
8847892	1
34856468	1
17543284	1
17446062	1
17914572	1
7088192	1
33807701	1
3930277	1
22065927	1
27524466	1
22156295	1
29899875	1
2736330	1
25351656	1
3191495	1
29150092	1
1442149	1
22893632	1
16050988	1
1645738	1
18201283	1
6866086	1
29474672	1
18245463	1
5030962	1
31830647	1
27345795	1
8896560	1
3761063	1
29370800	1
12973738	1
25804953	1
2910432	1
23873082	1
15955827	1
20198874	1
6862145	1
7732277	1
34139597	1
31404090	1
566717	1
26102527	1
1499835	1
15825496	1
6986835	1
12637562	1
11668474	1
3902783	1
8665486	1
32554297	1
1331610	1
16540517	1
33059130	1
11793441	1
1913660	1
34088002	1
17332333	1
11129446	1
24232249	1
17604361	1
6831420	1
16157194	1
20473831	1
25461487	1
30355500	1
31247521	1
6322175	1
11565033	1
9600341	1
6600215	1
24627164	1
9590181	1
32179589	1
17342324	1
872632	1
20524213	1
10935473	1
978597	1
9426065	1
6609971	1
12064461	1
11161701	1
6156131	1
32745714	1
7706045	1
18649734	1
11572760	1
18385756	1
7868943	1
2884263	1
3746026	1
24021353	1
7579731	1
9113996	1
25758173	1
1691191	1
9706400	1
31047676	1
21368825	1
34298435	1
26683183	1
15254239	1
8426087	1
26677768	1
36257094	1
23418523	1
26658258	1
1747867	1
29732388	1
1235902	1
18304946	1
29786554	1
3513694	1
11330945	1
12019149	1
5902315	1
6270579	1
27879211	1
3138611	1
3771439	1
21997136	1
13836647	1
3857583	1
4066782	1
6275984	1
33604904	1
8232809	1
1620543	1
30736915	1
1384245	1
2890160	1
33068888	1
10942591	1
8866661	1
27115025	1
17317723	1
32356243	1
23001818	1
8500535	1
26794622	1
3607755	1
2502521	1
18313149	1
17237291	1
10408907	1
7653514	1
22931248	1
35091306	1
34381882	1
2835152	1
26365151	1
6255959	1
11001873	1
25733373	1
30153289	1
21496182	1
7228867	1
7389832	1
11878767	1
11356706	1
35063911	1
28233807	1
6539703	1
28920308	1
17227796	1
10485273	1
20360942	1
2400879	1
30408744	1
17941892	1
1658367	1
8043864	1
11564615	1
1913629	1
28465562	1
17028921	1
1090262	1
35297208	1
18989973	1
8198963	1
19002932	1
7586205	1
7658501	1
9458280	1
6158258	1
9357968	1
31449544	1
6185411	1
3091056	1
9230208	1
22467494	1
10933841	1
3040227	1
2369971	1
19847813	1
2224859	1
35710938	1
25043424	1
2145926	1
1973170	1
18522901	1
23802572	1
864758	1
28879216	1
11579460	1
31783296	1
1374614	1
30268797	1
20102463	1
2437618	1
90012	1
2456698	1
33291010	1
36162332	1
30078190	1
3524903	1
1328220	1
27346015	1
31786474	1
26774668	1
16039953	1
23882450	1
11464856	1
12670509	1
5334769	1
19380023	1
31243995	1
12060639	1
12894509	1
30031234	1
7615009	1
1620544	1
24249083	1
14207855	1
33524675	1
24176112	1
35944313	1
3063073	1
5232150	1
6940833	1
8973332	1
24457025	1
10690552	1
9816093	1
9472091	1
68913	1
36264037	1
19199008	1
15800936	1
1997182	1
2706827	1
1034206	1
2420716	1
18650488	1
6316627	1
2543501	1
29246571	1
29187162	1
8286197	1
17804709	1
14978140	1
18162136	1
1263417	1
8133042	1
8402893	1
7591289	1
8934567	1
22358547	1
22867999	1
8838868	1
16813656	1
17081295	1
2230877	1
603627	1
21108049	1
10354136	1
34968892	1
9885239	1
2194165	1
8188761	1
32876354	1
33096371	1
13823721	1
22869148	1
27346196	1
8558445	1
21394097	1
2556928	1
27345812	1
31601052	1
6415065	1
31068700	1
19806789	1
8217602	1
9447232	1
21801068	1
23394948	1
7192801	1
20016488	1
18005394	1
18605421	1
18618747	1
2391499	1
21475719	1
26299072	1
10778992	1
1314068	1
6705251	1
1708811	1
7844449	1
26109433	1
22490524	1
17207026	1
26909308	1
6836455	1
10602515	1
3598277	1
17045664	1
33982246	1
7726158	1
7721336	1
35069873	1
1582990	1
8709268	1
10192391	1
11429052	1
19892429	1
8528516	1
22270724	1
1568246	1
25253335	1
25675507	1
1663110	1
21517231	1
25096191	1
4976834	1
7705936	1
22818872	1
19234463	1
17341453	1
32450543	1
27345792	1
7119095	1
29494646	1
21104427	1
1385373	1
2856443	1
2563346	1
18503785	1
5918973	1
30317423	1
19001141	1
21533512	1
11172901	1
18632627	1
28430034	1
2846152	1
21112256	1
2998040	1
19003983	1
7912172	1
15050915	1
9503661	1
14972530	1
10616904	1
22806891	1
34087999	1
17951140	1
6438434	1
20066954	1
20688150	1
11251167	1
2253215	1
19861417	1
694721	1
1693627	1
7159597	1
12389862	1
7959900	1
2830582	1
11850072	1
16125192	1
192465	1
32184255	1
7060019	1
30769329	1
2154122	1
33788731	1
26729410	1
24391448	1
11318303	1
1701353	1
11854916	1
1271751	1
29787056	1
9133667	1
9717829	1
6652615	1
33901818	1
15356658	1
35231795	1
20510196	1
11092977	1
1157043	1
1409720	1
3940553	1
1348862	1
8856337	1
17497237	1
24556363	1
10501468	1
28404842	1
1606615	1
9067641	1
35112907	1
3025872	1
9081441	1
15878348	1
23197849	1
16818659	1
18824559	1
220270	1
32179766	1
2366002	1
10591122	1
24381507	1
1894382	1
31146250	1
2722195	1
3855324	1
3763403	1
20685382	1
19220422	1
12554677	1
16794584	1
2120063	1
2486613	1
3573461	1
29414603	1
2659902	1
21726526	1
3021747	1
9213340	1
9719677	1
7534804	1
6193515	1
20924730	1
32784519	1
29491412	1
17622530	1
10612807	1
3459716	1
4018914	1
20149136	1
16331601	1
18788616	1
2783335	1
205666	1
2086157	1
16153147	1
9023415	1
107359	1
18035408	1
16968738	1
23630160	1
29246575	1
7521749	1
6535640	1
23407796	1
24362935	1
29156377	1
1988344	1
31706098	1
842942	1
6690619	1
6787129	1
34883448	1
33878708	1
7444715	1
16232198	1
28469964	1
27345970	1
714156	1
25546123	1
9639098	1
1477652	1
7806387	1
7395865	1
17241619	1
34438163	1
5834207	1
2663884	1
3455845	1
10754530	1
17593530	1
548013	1
22399608	1
35868288	1
24618588	1
17317792	1
35744603	1
9753053	1
1255804	1
32247258	1
9804259	1
7474856	1
21707362	1
1661415	1
15947094	1
23861383	1
28251411	1
25534080	1
16462895	1
32715445	1
28094016	1
21716665	1
7693953	1
2580015	1
3361142	1
14535544	1
17056607	1
7523597	1
28158429	1
33662736	1
1467326	1
6197360	1
2408903	1
23202794	1
3136074	1
7680948	1
26629530	1
3129726	1
27074337	1
12085236	1
6327059	1
9888477	1
19067762	1
7536457	1
11642274	1
24232252	1
27894925	1
1731342	1
22437314	1
21729925	1
25536407	1
3919945	1
16922866	1
6773878	1
34284275	1
15585860	1
78963	1
26116361	1
14758093	1
10201959	1
35905670	1
2550196	1
11157488	1
9923549	1
11819822	1
11437411	1
9817765	1
29880898	1
7896290	1
17134824	1
20229045	1
8990620	1
6254065	1
11433418	1
32007761	1
9242427	1
1518305	1
20363201	1
7517574	1
2129226	1
29034898	1
17342554	1
7910196	1
35578336	1
33038744	1
2449118	1
7493648	1
30409508	1
30627956	1
33562083	1
8601314	1
9006967	1
12911061	1
7159574	1
7561035	1
8423216	1
4956140	1
26696625	1
30503201	1
21406725	1
12661009	1
1283740	1
2547146	1
22611465	1
4208429	1
7653549	1
2416764	1
12727792	1
10526847	1
26081272	1
33010677	1
27288257	1
16549026	1
4370432	1
19604955	1
33301791	1
1313401	1
11506965	1
23943852	1
2019461	1
3156882	1
12832442	1
28855509	1
12671694	1
28681925	1
24810906	1
32158404	1
10834109	1
9143482	1
15767549	1
16819966	1
24389327	1
32449352	1
10675494	1
35924034	1
29467918	1
18240927	1
8968100	1
1666043	1
9338586	1
34182253	1
16829	1
2228906	1
3331674	1
21707368	1
22712605	1
11243878	1
9495512	1
25644311	1
2888227	1
163658	1
34999419	1
10562438	1
2786746	1
4321017	1
1627656	1
20562528	1
8382007	1
5428190	1
36436139	1
1999494	1
7199514	1
12210034	1
26045737	1
7489718	1
3805152	1
27558596	1
4399803	1
6263063	1
13598821	1
17392591	1
1915267	1
155647	1
22503055	1
574751	1
30858616	1
15804356	1
427742	1
7647001	1
7537711	1
16837207	1
1314164	1
1310890	1
3413074	1
3501371	1
17409408	1
2784206	1
30115971	1
10072166	1
4647494	1
4547318	1
11448059	1
29453128	1
7917902	1
10669141	1
14985288	1
10037197	1
32950024	1
6091813	1
30343103	1
22358924	1
26290507	1
32574978	1
9041179	1
9081215	1
2166463	1
24726358	1
11112502	1
28029283	1
2153170	1
9276759	1
4361078	1
10537053	1
15968957	1
36191544	1
2065021	1
1640170	1
9119748	1
10188735	1
206962	1
27689322	1
26363031	1
202381	1
9111301	1
6971250	1
6178868	1
18245495	1
24587255	1
35413565	1
21473000	1
8390914	1
17038318	1
3657786	1
10590229	1
9316653	1
2472008	1
23497067	1
21637780	1
6407019	1
9106935	1
28943253	1
17077599	1
12127561	1
4616002	1
9344045	1
22903186	1
3180059	1
1385192	1
22020321	1
22792341	1
418410	1
18670645	1
1327513	1
4029083	1
10852347	1
33385793	1
10530795	1
15517566	1
21208906	1
3858572	1
22310541	1
11730720	1
24859480	1
9516127	1
20108321	1
1079770	1
28107433	1
31292541	1
8980384	1
24879558	1
31245438	1
34479069	1
28109323	1
2414912	1
31082677	1
30831521	1
30611019	1
34368150	1
17284651	1
18630317	1
9160879	1
29038528	1
11717438	1
9554742	1
26411904	1
9216685	1
9516850	1
20410675	1
4138511	1
7475285	1
30637496	1
24719865	1
2486610	1
20591218	1
12530636	1
8536610	1
10823656	1
3196874	1
16060261	1
29787296	1
3458274	1
7543177	1
7522169	1
1592367	1
11583962	1
34229202	1
3346110	1
21871868	1
30214379	1
33430126	1
18165276	1
28055232	1
11001907	1
6102619	1
2430933	1
24058558	1
26869432	1
3543033	1
1382443	1
23152778	1
33434818	1
22490663	1
460789	1
31669974	1
25485535	1
11751535	1
3485879	1
1116142	1
17934650	1
15378398	1
26116706	1
18287077	1
6181035	1
22059503	1
14750129	1
21386926	1
4691922	1
10729767	1
27346202	1
8108117	1
26486326	1
16713602	1
20655465	1
27920471	1
33647874	1
34392011	1
2851424	1
7591247	1
32707489	1
22723549	1
10362137	1
6616438	1
6826647	1
6591445	1
30500678	1
14996724	1
25672256	1
1225500	1
25218447	1
3872842	1
5513504	1
32432378	1
1945409	1
6538703	1
6273319	1
2486664	1
22521957	1
1580106	1
10525411	1
7869773	1
7068778	1
11319804	1
10680841	1
23716303	1
33388706	1
1905427	1
2823107	1
31692334	1
10918183	1
25517103	1
26949998	1
29423072	1
19774082	1
12579318	1
1331896	1
11259656	1
2175469	1
26011428	1
1692072	1
19002917	1
1518409	1
25729643	1
1132253	1
3295232	1
18829484	1
17870066	1
2990594	1
34445479	1
1917782	1
9521860	1
6197379	1
6310497	1
8175891	1
24443327	1
33428261	1
7262900	1
9033653	1
22546478	1
16964285	1
2870070	1
9516836	1
30862517	1
1423625	1
7298281	1
29784854	1
26864856	1
27411166	1
15638701	1
22922019	1
33161238	1
2718262	1
2159372	1
33714068	1
10408787	1
3027119	1
35121199	1
33038745	1
6039764	1
15843556	1
4056357	1
3359046	1
9559290	1
32968452	1
7994044	1
1335029	1
7779711	1
19538771	1
15375599	1
16928215	1
30896845	1
6223188	1
25284222	1
25868131	1
7171457	1
24923861	1
18584886	1
2459713	1
6088346	1
30605840	1
11791183	1
29970484	1
2988714	1
17094458	1
22178016	1
15138590	1
2790823	1
18413770	1
12623853	1
6324196	1
14297488	1
33205894	1
6889678	1
2579430	1
11572789	1
7065527	1
1711469	1
21533548	1
7509982	1
4368600	1
6543703	1
27577262	1
10353731	1
9762903	1
21422172	1
7863582	1
8408834	1
14143233	1
2424975	1
3037521	1
310519	1
25758528	1
8634088	1
9914787	1
435363	1
2945204	1
19751877	1
210930	1
3023492	1
322623	1
2990147	1
20715179	1
26141632	1
3620347	1
10500836	1
11464289	1
30666337	1
21887386	1
12536080	1
9646437	1
27879221	1
10099373	1
196202	1
31707208	1
7684692	1
17065008	1
23830731	1
19033189	1
30626427	1
6293268	1
6603995	1
28395808	1
11058868	1
567654	1
3011403	1
12430630	1
12772193	1
15319068	1
7873497	1
9271225	1
3311197	1
1375241	1
23065352	1
30778230	1
29886187	1
22867846	1
560251	1
2568984	1
27639955	1
1716303	1
1292757	1
34171554	1
9144584	1
6606728	1
10337661	1
3154025	1
6307822	1
11547831	1
6526151	1
8763445	1
1409687	1
32005267	1
8276719	1
2981541	1
23205564	1
11896618	1
31905202	1
21482678	1
33611045	1
35134694	1
29509191	1
7696202	1
26869442	1
8675585	1
25366336	1
35317874	1
8843033	1
20200241	1
2880789	1
7143149	1
12454369	1
9644263	1
12054564	1
2556677	1
8381890	1
12011937	1
1678437	1
19962312	1
3005338	1
967189	1
4333712	1
9542637	1
21989055	1
10825126	1
10027306	1
11830547	1
7972006	1
33359895	1
17632790	1
9625176	1
2784508	1
17804499	1
7900209	1
2474517	1
3970142	1
2509467	1
24621249	1
26035009	1
32699527	1
27292541	1
33370871	1
21597185	1
27346024	1
15994877	1
35876985	1
20933017	1
8275086	1
11747540	1
36208677	1
12754403	1
3947514	1
1561323	1
23599788	1
8839795	1
14576842	1
18770270	1
10795747	1
15796966	1
6587762	1
3174494	1
22615950	1
6985745	1
32240660	1
2415611	1
31991389	1
7659855	1
30305041	1
4351391	1
10783328	1
34343828	1
21269460	1
34814757	1
4130570	1
8674060	1
21547062	1
1863354	1
8099376	1
9233983	1
3457771	1
7855124	1
10736692	1
26256267	1
8220580	1
7679995	1
18369917	1
11587224	1
35700633	1
19749797	1
12756555	1
25879429	1
212202	1
19139770	1
6583441	1
1964585	1
23982913	1
3731064	1
28395800	1
9787181	1
30081348	1
3828995	1
22393427	1
26463895	1
1694452	1
25589167	1
2253310	1
2055947	1
16235240	1
9247253	1
7105012	1
7286393	1
8668197	1
22358567	1
23422483	1
209230	1
20442299	1
3032889	1
231040	1
10713670	1
1985865	1
10079298	1
8691151	1
1183237	1
9209432	1
8245771	1
1017845	1
21619602	1
1361507	1
28587087	1
17213706	1
19103287	1
4043531	1
9421234	1
14207308	1
18188958	1
6173265	1
9237802	1
3518877	1
3091439	1
11044912	1
10762059	1
30504788	1
7564558	1
20383581	1
7471097	1
6328089	1
11836421	1
7084475	1
34749017	1
31165052	1
3335422	1
7499835	1
2575458	1
3140427	1
3795172	1
31710912	1
12460916	1
8842478	1
1698543	1
3141512	1
4469665	1
7262169	1
9214605	1
3029138	1
25277546	1
7566154	1
29246573	1
2920780	1
32348616	1
3542194	1
32916635	1
3962675	1
17311676	1
17708338	1
16546964	1
1646075	1
28063233	1
6280044	1
27789406	1
9049418	1
11406094	1
26577811	1
7042722	1
2300817	1
17129361	1
2180563	1
16931777	1
663800	1
1313703	1
27250028	1
2276735	1
34130154	1
4941696	1
11466404	1
2019585	1
3467322	1
6883332	1
35193008	1
3013792	1
7585617	1
35182860	1
9214625	1
2043251	1
18160777	1
23594443	1
9990330	1
23940108	1
8231254	1
3456456	1
7418977	1
1709172	1
16714577	1
33727576	1
27257182	1
6417595	1
31471871	1
7154478	1
15369136	1
34995842	1
26744029	1
22647976	1
26260330	1
34076498	1
10378898	1
8246993	1
9177455	1
33846462	1
16313569	1
233769	1
1247997	1
18438408	1
11528123	1
35430703	1
31510952	1
6580255	1
31755106	1
7690325	1
3032984	1
22358691	1
33195772	1
35354797	1
1694879	1
833871	1
12514183	1
6692374	1
2645048	1
6542015	1
1582987	1
6230491	1
3162827	1
27225803	1
27456153	1
8566071	1
12482398	1
29304398	1
18694510	1
6358339	1
35091309	1
4372838	1
598387	1
8566073	1
11927014	1
2174738	1
10691096	1
7744865	1
29665501	1
31739201	1
3000378	1
17686859	1
35392923	1
16312045	1
6248326	1
10718366	1
10051646	1
32018207	1
18435749	1
16494729	1
5668122	1
20638458	1
19826040	1
3196032	1
21779470	1
22685303	1
23151902	1
28402852	1
10467943	1
10705089	1
29753273	1
31813827	1
36219983	1
1968393	1
9922460	1
21168406	1
18616385	1
2379237	1
6941912	1
8824565	1
17650408	1
27565181	1
8564971	1
34678660	1
24793370	1
10468210	1
25241739	1
3182330	1
7105014	1
175022	1
18383846	1
1391733	1
1325431	1
10761710	1
22791880	1
3034409	1
8099725	1
8152810	1
23012583	1
36169178	1
27350129	1
22111066	1
31452783	1
